"id";"page";"french";"german";"english";"description";"category";"difficulty";"learned"
"1304";"94";"Clé à molette";"Rollgabelschlüssel";"Adjustable wrench";;"Fertigungstechnik";;
"1595";"94";"Poignée enfichable avec carré";"Steckgriff mit Vierkant";"Socket handle with square drive";;"Fertigungstechnik";;
"1597";"94";"Clé à douille";"Steckschlüssel";"Socket wrench";;"Fertigungstechnik";;
"1781";"94";"Rallonge";"Verlängerung";"Extension";;"Fertigungstechnik";;
"61";"95";"Perceuse-visseuse sans fil";"Akku-Bohrschrauber";"Cordless drill/driver";;"Fertigungstechnik";;
"290";"95";"Clé dynamométrique";"Drehmomentschlüssel";"Torque wrench";;"Fertigungstechnik";;
"1743";"95";"Rondelle";"Unterlegscheibe";"Washer";;"Fertigungstechnik";;
"1421";"95";"Tête de vis";"Schraubenkopf";"Screw head";;"Fertigungstechnik";;
"474";"96";"Angle de flanc";"Flankenwinkel";"Flank angle";;"Fertigungstechnik";;
"747";"96";"Filetage ISO, métrique";"ISO-Gewinde, metrisch";"ISO thread, metric";;"Fertigungstechnik";;
"1068";"96";"Diamètre nominal";"Nenndurchmesser";"Nominal diameter";;"Fertigungstechnik";;
"1423";"96";"raccord vissé ";"Schraubenverbindung";"Screw connection";;"Fertigungstechnik";;
"1467";"96";"Vis à tête hexagonale";"Sechskantschraube";"Hex head screw";;"Fertigungstechnik";;
"1604";"96";"Pente";"Steigung";"Pitch";;"Fertigungstechnik";;
"1796";"96";"Vis à tête carrée";"Vierkantschraube";"Square-head screw";;"Fertigungstechnik";;
"1885";"96";"Filetage Whitworth";"Whitworth-Gewinde";"Whitworth thread";;"Fertigungstechnik";;
"1960";"96";"Vis à tête cylindrique";"Zylinderschraube";"Cylinder head screw";;"Fertigungstechnik";;
"1382";"96";"rainure";"Schlitz";"Slotted";;"Fertigungstechnik";;
"851";"97";"fente en croix";"Kreuzschlitz";"Phillips";;"Fertigungstechnik";;
"935";"97";"vis à tête cylindrique ";"Linsensenkschraube";"Pan-head screw";;"Fertigungstechnik";;
"1682";"97";"tête de vis du set torx";"Torq-Set-Schraubenkopf";"Torq-Set screw head";;"Fertigungstechnik";;
"727";"97";"Vis à six pans creux";"Inbusschraube";"Allen screw";;"Fertigungstechnik";;
"1156";"97";"fente en croix h";"Phillips PH";"Phillips PH";;"Fertigungstechnik";;
"1181";"97";"fente en croix Z";"Pozidriv PZ";"Pozidriv PZ";;"Fertigungstechnik";;
"1477";"97";"Vis à tête fraisée";"Senkschraube";"Countersunk screw";;"Fertigungstechnik";;
"1684";"97";"Torx";"Torx";"Torx";;"Fertigungstechnik";;
"1704";"97";"Tête de vis tri-wings";"Tri-wings-Schraubenkopf";"Tri-wing screw head";;"Fertigungstechnik";;
"1961";"97";"Vis à tête cylindrique à six pans creux";"Zylinderschraube mit Innensechskant";"Hex socket head cap screw";;"Fertigungstechnik";;
"207";"98";"Vis à tôle";"Blechschraube";"Self-tapping screw";;"Fertigungstechnik";;
"227";"98";"Vis de forage";"Bohrschraube";"Self-tapping screw";;"Fertigungstechnik";;
"269";"98";"Vis de dilatation";"Dehnschraube";"Expansion screw";;"Fertigungstechnik";;
"590";"98";"Vis sans tête";"Gewindestift";"Threaded pin";;"Fertigungstechnik";;
"626";"98";"Vis à tête marteau";"Hammerkopfschraube";"Hammer head screw";;"Fertigungstechnik";;
"628";"98";"Vis à tête marteau";"Hammerschraube";"Hammer screw";;"Fertigungstechnik";;
"1132";"98";"vis d'ajustement ";"Passschraube";"Set screw";;"Fertigungstechnik";;
"717";"98";"Vis à bois";"Holzschraube";"Wood screw";;"Fertigungstechnik";;
"1529";"98";"vis pour panneaux d'aggloméré ";"Spanplattenschraube";"Particleboard screw";;"Fertigungstechnik";;
"1531";"98";"vis pour panneaux d'aggloméré ";"Spax-Schraube";"Spax screw";;"Fertigungstechnik";;
"1613";"98";"Vis sans tête";"Stiftschraube";"Stud screw";;"Fertigungstechnik";;
"1615";"98";"vis à double filetage ";"Stockschraube";"Hanger bolt";;"Fertigungstechnik";;
"439";"99";"Classe de résistance";"Festigkeitsklasse";"Strength class";;"Fertigungstechnik";;
"724";"99";"écrou borgne";"Hutmutter";"Cap nut";;"Fertigungstechnik";;
"777";"99";"Encoche";"Kerbe";"Notch";;"Fertigungstechnik";;
"853";"99";"Ecrou à créneaux";"Kronenmutter";"Crown nut";;"Fertigungstechnik";;
"1095";"99";"Ecrou à encoches";"Nutmutter";"Grooved nut";;"Fertigungstechnik";;
"1152";"99";"Flèche";"Pfeil";"Arrow";;"Fertigungstechnik";;
"1466";"99";"Ecrou hexagonal";"Sechskantmutter";"Hex nut";;"Fertigungstechnik";;
"1953";"99";"Ecrou à deux trous";"Zweilochmutter";"Two-hole nut";;"Fertigungstechnik";;
"287";"100";"Fusible à fil";"Drahtsicherung";"Wire lock";;"Fertigungstechnik";;
"798";"100";"fixation adhésive";"Klebstoffsicherung";"Adhesive lock";;"Fertigungstechnik";;
"1056";"100";"Écrou avec pièce de serrage";"Mutter mit Klemmteil";"Nut with clamping piece";;"Fertigungstechnik";;
"1129";"100";"écrou de blocage ";"Palmutter";"Palm nut";;"Fertigungstechnik";;
"1487";"100";"tôle de sécurité ";"Sicherungsblech";"Retaining plate";;"Fertigungstechnik";;
"1540";"100";"vis à embase crantée ";"Sperrzahnschraube";"Locking screw";;"Fertigungstechnik";;
"827";"100";"Contre-écrou";"Kontermutter";"Lock nut";;"Fertigungstechnik";;
"1488";"100";"Tôle de sécurité avec ergot intérieur";"Sicherungsblech mit Innennase";"Lock plate with internal tab";;"Fertigungstechnik";;
"1492";"100";"Ecrou de blocage";"Sicherungsmutter";"Lock nut";;"Fertigungstechnik";;
"420";"101";"Rondelle éventail";"Fächerscheibe";"Fan-shaped washer";;"Fertigungstechnik";;
"428";"101";"Rondelle élastique";"Federring";"Spring washer";;"Fertigungstechnik";;
"429";"101";"Rondelle élastique";"Federscheibe";"Spring washer";;"Fertigungstechnik";;
"1057";"101";"Écrou avec insert en plastique, autobloquant";"Mutter mit Kunststoffeinsatz, selbstsichernd";"Nut with plastic insert, self-locking";;"Fertigungstechnik";;
"854";"101";"Ecrou à créneaux avec goupille fendue";"Kronenmutter mit Splint";"Crown nut with split pin";;"Fertigungstechnik";;
"1493";"101";"Paire de rondelles de sécurité";"Sicherungsscheibenpaar";"Pair of lock washers";;"Fertigungstechnik";;
"1516";"101";"Rondelle de tension";"Spannscheibe";"Clamping washer";;"Fertigungstechnik";;
"1549";"101";"Goupille fendue";"Splint";"Circlip";;"Fertigungstechnik";;
"1915";"101";"Rondelle dentée";"Zahnscheibe";"Toothed washer";;"Fertigungstechnik";;
"460";"102";"Burin plat avec protection de la main";"Flachmeißel mit Handschutz";"Flat chisel with hand guard";;"Fertigungstechnik";;
"337";"102";"Pince à tubes d'angle";"Eck-Rohrzange";"Corner pipe wrench";;"Fertigungstechnik";;
"426";"102";"massette ";"Fäustel";"Mallet";;"Fertigungstechnik";;
"714";"102";"maillet";"Holzhammer";"Wooden mallet";;"Fertigungstechnik";;
"1299";"102";"Pince à tube";"Rohrzange";"Pipe wrench";;"Fertigungstechnik";;
"1383";"102";"Marteau de serrurier";"Schlosserhammer";"Locksmith's hammer";;"Fertigungstechnik";;
"1384";"102";"Marteau de serrurier avec douille de protection";"Schlosserhammer mit Schutzhülse";"Locksmith's hammer with protective sleeve";;"Fertigungstechnik";;
"1547";"102";"Burin pointu";"Spitzmeißel";"Pointed chisel";;"Fertigungstechnik";;
"1855";"102";"Pince à pompe à eau";"Wasserpumpenzange";"Water pump pliers";;"Fertigungstechnik";;
"818";"102";"pince universelle ";"Kombizange";"Combination pliers";;"Fertigungstechnik";;
"596";"103";"Plaque de plâtre";"Gipsplatte";"Gypsum board";;"Fertigungstechnik";;
"597";"103";"Plaque de plâtre pour pièces humides";"Gipsplatte für Feuchträume";"Drywall for wet areas";;"Fertigungstechnik";;
"598";"103";"Plaque de plâtre renforcée de fibres";"Gipsplatte, faserverstärkt";"Fiber-reinforced gypsum board";;"Fertigungstechnik";;
"759";"103";"Brique silico-calcaire";"Kalksandstein";"Calcium silicate brick";;"Fertigungstechnik";;
"945";"103";"Brique perforée";"Lochziegel";"Perforated brick";;"Fertigungstechnik";;
"1084";"103";"Brique en béton normal";"Normalbetonstein";"Standard concrete block";;"Fertigungstechnik";;
"1178";"103";"Brique en béton cellulaire";"Porenbetonstein";"Aerated concrete block";;"Fertigungstechnik";;
"1528";"103";"Panneau de particules";"Spanplatte";"Particleboard";;"Fertigungstechnik";;
"1799";"103";"Brique pleine";"Vollziegel";"Solid brick";;"Fertigungstechnik";;
"124";"104";"Suspension";"Aufhängung";"Mounting";;"Fertigungstechnik";;
"315";"104";"Chevilles pour plaques de plâtre";"Dübel für Gipsplatten";"Anchors for drywall";;"Fertigungstechnik";;
"1017";"104";"Chevilles métalliques pour plaques de plâtre";"Metalldübel für Gipskarton";"Metal anchors for drywall";;"Fertigungstechnik";;
"1016";"104";"Chevilles métalliques";"Metalldübel";"Metal anchors";;"Fertigungstechnik";;
"1063";"104";"Cheville à clou";"Nageldübel";"Nail anchors";;"Fertigungstechnik";;
"1270";"104";"Fixation de tubes comme support ";"Rohrbefestigung als Unterstützung";"Pipe fastening as support";;"Fertigungstechnik";;
"1550";"104";"Cheville à expansion";"Spreizdübel";"Expansion anchors";;"Fertigungstechnik";;
"1736";"104";"Cheville universelle";"Universaldübel";"Universal anchors";;"Fertigungstechnik";;
"1816";"104";"Fixation murale";"Wandbefestigung";"Wall fastening";;"Fertigungstechnik";;
"268";"105";"Clou de plafond";"Deckennagel";"Ceiling nails";;"Fertigungstechnik";;
"427";"105";"Cheville à ressort";"Federklappdübel";"Spring-loaded anchor";;"Fertigungstechnik";;
"520";"105";"Cheville pour béton cellulaire";"Gasbetondübel";"Aerated concrete anchor";;"Fertigungstechnik";;
"709";"105";"cheville pour matériaux creux";"Hohlraumdübel";"Cavity wall anchors";;"Fertigungstechnik";;
"1019";"105";"Chevilles métalliques pour béton cellulaire";"Metall-Gasbetondübel";"Metal aerated concrete anchor";;"Fertigungstechnik";;
"785";"105";"Cheville à bascule";"Kippdübel";"Tilting anchor";;"Fertigungstechnik";;
"1007";"105";"Cheville en laiton";"Messingdübel";"Brass anchors";;"Fertigungstechnik";;
"1020";"105";"Cheville pour cavités métallique";"Metall-Hohlraumdübel";"Metal cavity wall anchors";;"Fertigungstechnik";;
"1177";"105";"Cheville pour béton cellulaire";"Porenbetondübel";"Aerated concrete anchors";;"Fertigungstechnik";;
"1551";"105";"Cale d'écartement";"Spreizkeil";"Expansion wedge";;"Fertigungstechnik";;
"1612";"105";"Goupille";"Stift";"Pin";;"Fertigungstechnik";;
"86";"106";"Boulon d'ancrage";"Ankerbolzen";"Anchor bolt";;"Fertigungstechnik";;
"352";"106";"Cheville d'ancrage à enfoncer";"Einschlaganker";"Hammer-in anchor";;"Fertigungstechnik";;
"589";"106";"Tige filetée";"Gewindestange";"Threaded rod";;"Fertigungstechnik";;
"600";"106";"Cartouche en verre avec mortier composite";"Glaspatrone mit Verbundmörtel";"Glass cartridge with composite mortar";;"Fertigungstechnik";;
"1464";"106";"cheville d'ancrage pour charges lourdes";"Schwerlastanker";"Heavy-duty anchor";;"Fertigungstechnik";;
"1958";"106";"cheville d'ancrage zyconien";"Zykonanker";"Zykon anchor";;"Fertigungstechnik";;
"728";"106";"Ancrage à injection";"Injektionsanker";"Injection anchor";;"Fertigungstechnik";;
"729";"106";"Mortier d'injection";"Injektionsmörtel";"Injection mortar";;"Fertigungstechnik";;
"1233";"106";"Cheville d'ancrage de réaction";"Reaktionsanker";"Reaction anchor";;"Fertigungstechnik";;
"1495";"106";"Douille de tamisage";"Siebhülse";"Screen sleeve";;"Fertigungstechnik";;
"1776";"106";"cheville d'ancrage de réaction";"Verbundanker";"Composite anchor";;"Fertigungstechnik";;
"229";"107";"Profondeur de forage";"Bohrtiefe";"Drilling depth";;"Fertigungstechnik";;
"488";"107";"la fermeture de forme";"Formschluss";"Form fit";;"Fertigungstechnik";;
"844";"107";"fermeture par force";"Kraftschluss";"Friction fit";;"Fertigungstechnik";;
"1623";"107";"fermeture de matière ";"Stoffschluss";"Friction fit";;"Fertigungstechnik";;
"1096";"107";"Longueur utile";"Nutzlänge";"Effective length";;"Fertigungstechnik";;
"1769";"107";"Profondeur d'ancrage";"Verankerungstiefe";"Anchoring depth";;"Fertigungstechnik";;
"36";"108";"Montage à distance";"Abstandsmontage";"Spaced installation";;"Fertigungstechnik";;
"323";"108";"Montage traversant";"Durchsteckmontage";"Through-hole mounting";;"Fertigungstechnik";;
"1293";"108";"Collier de serrage monobloc";"Rohrschelle, einteilig";"Pipe clamp, one-piece";;"Fertigungstechnik";;
"1361";"108";"Insert d'isolation phonique ";"Schalldämmeinlage";"Sound insulation insert";;"Fertigungstechnik";;
"1810";"108";"Montage à fleur ";"Vorsteckmontage";"Pre-insertion installation";;"Fertigungstechnik";;
"1408";"108";"Fermeture rapide";"Schnellverschluss";"Quick-release fastener";;"Fertigungstechnik";;
"1517";"108";"Vis de serrage";"Spannschraube";"Tension screw";;"Fertigungstechnik";;
"874";"109";"Collier de serrage en plastique";"Kunststoffschelle";"Plastic clamp";;"Fertigungstechnik";;
"997";"109";"Collier de serrage pour tube massif";"Massivrohrschelle";"Solid pipe clamp";;"Fertigungstechnik";;
"1292";"109";"Collier de serrage avec raccord à filetage multiple";"Rohrschelle mit Mehrfach-Gewindeanschluss";"Pipe clamp with multi-threaded connection";;"Fertigungstechnik";;
"1294";"109";"Collier de serrage en deux parties";"Rohrschelle, zweiteilig";"Two-piece pipe clamp";;"Fertigungstechnik";;
"1368";"109";"Collier de serrage pour tuyaux en plastique avec entretoise";"Schelle für Kunststoffrohre mit Distanzhalter";"Clamp for plastic pipes with spacer";;"Fertigungstechnik";;
"1291";"109";"Collier de serrage avec fermeture à pression";"Rohrschelle mit Druckverschluss";"Pipe clamp with snap-on closure";;"Fertigungstechnik";;
"125";"110";"Suspension avec bande perforée";"Aufhängung mit Lochband";"Suspension with perforated strip";;"Fertigungstechnik";;
"154";"110";"Console en porte-à-faux";"Auslegerkonsole";"Bracket";;"Fertigungstechnik";;
"353";"110";"Clou à enfoncer";"Einschlagnagel";"Drive-in nail";;"Fertigungstechnik";;
"511";"110";"Fixation au sol avec bande perforée";"Fußbodenbefestigung mit Lochband";"Floor mounting with perforated strip";;"Fertigungstechnik";;
"1479";"110";"Fer de pose";"Setzeisen";"Shim";;"Fertigungstechnik";;
"1895";"110";"Console d´angle";"Winkelkonsole";"Angle bracket";;"Fertigungstechnik";;
"1044";"110";"Rail de montage";"Montageschiene";"Mounting rail";;"Fertigungstechnik";;
"916";"111";"Gabarits";"lehren";"Gauges";;"Fertigungstechnik";;
"917";"111";"enseigner";"Lehren";"Gauges";;"Fertigungstechnik";;
"1003";"111";"Mesurer";"messen";"measure";;"Fertigungstechnik";;
"607";"112";"Mètre pliant";"Gliedermaßstab";"Folding ruler";;"Fertigungstechnik";;
"1301";"112";"Mètre à ruban";"Rollbandmaß";"Tape measure";;"Fertigungstechnik";;
"1572";"112";"Règle en acier";"Stahllineal";"Steel ruler";;"Fertigungstechnik";;
"1573";"112";"Règle en acier";"Stahlmaßstab";"Steel ruler";;"Fertigungstechnik";;
"1722";"112";"Mesure de distance par ultrasons";"Ultraschall-Entfernungsmessung";"Ultrasonic distance measurement";;"Fertigungstechnik";;
"1931";"112";"Mètre pliant";"Zollstock";"Folding ruler";;"Fertigungstechnik";;
"440";"113";"Dispositif de blocage";"Feststelleinrichtung";"Locking mechanism";;"Fertigungstechnik";;
"1004";"113";"surface de mesure";"Messfläche";"Measuring surface";;"Fertigungstechnik";;
"1009";"113";"Pied à coulisse";"Messschieber";"Caliper";;"Fertigungstechnik";;
"1083";"113";"Vernier";"Nonius";"Vernier";;"Fertigungstechnik";;
"1374";"113";"Curseur";"Schieber";"Slider";;"Fertigungstechnik";;
"18";"114";"Exercice de lecture, vernier";"Ableseübung, Nonius";"Reading exercise, vernier";;"Fertigungstechnik";;
"19";"114";"Valeur de lecture";"Ablesewert";"Reading";;"Fertigungstechnik";;
"160";"114";"Mesure extérieure avec le pied à coulisse";"Außenmessung mit dem Messschieber";"External measurement with the vernier caliper";;"Fertigungstechnik";;
"737";"114";"Mesure intérieure avec le pied à coulisse";"Innenmessung mit dem Messschieber";"Internal measurement with a vernier caliper";;"Fertigungstechnik";;
"1012";"114";"Pied à coulisse, mesure de profondeur";"Messschieber, Tiefenmessung";"Caliper, depth measurement";;"Fertigungstechnik";;
"1010";"114";"Pied à coulisse avec affichage numérique";"Messschieber mit Digitalanzeige";"Vernier caliper with digital display";;"Fertigungstechnik";;
"1011";"114";"Pied à coulisse avec échelle circulaire et aiguille";"Messschieber mit Rundskala und Zeiger";"Vernier caliper with circular scale and pointer";;"Fertigungstechnik";;
"786";"115";"erreur de basculement";"Kippfehler";"Tilt error";;"Fertigungstechnik";;
"995";"115";"Température de référence";"Maßbezugstemperatur";"Reference temperature";;"Fertigungstechnik";;
"1008";"115";"Force de mesure";"Messkraft";"Measuring force";;"Fertigungstechnik";;
"1013";"115";"Température du pied à coulisse : 20 °C";"Messschiebertemperatur: 20℃";"Caliper temperature: 20°C";;"Fertigungstechnik";;
"1130";"115";"Parallaxe";"Parallaxe";"Parallax";;"Fertigungstechnik";;
"1880";"115";"Température de la pièce";"Werkstücktemperatur";"Workpiece temperature";;"Fertigungstechnik";;
"739";"116";"Bouton poussoir intérieur";"Innentaster";"Internal probe";;"Fertigungstechnik";;
"1897";"116";"Rapporteur d'angle avec affichage numérique";"Winkelmesser mit digitaler Anzeige";"Protractor with digital display";;"Fertigungstechnik";;
"1478";"116";"Kit de boutons-poussoirs";"Set Taster";"Probe set";;"Fertigungstechnik";;
"1898";"116";"Rapporteur d´angle simple";"Winkelmesser, einfach";"Angle gauge, simple";;"Fertigungstechnik";;
"92";"117";"Angle de butée";"Anschlagwinkel";"Stop angle";;"Fertigungstechnik";;
"756";"117";"Mandrin de calibrage";"Kalibrierdorn";"Calibration mandrel";;"Fertigungstechnik";;
"758";"117";"Bague de calibrage";"Kalibrierring";"Calibration ring";;"Fertigungstechnik";;
"468";"117";"gabarit d´angle 90";"Flachwinkel";"Flat angle";;"Fertigungstechnik";;
"1369";"117";"Patte";"Schenkel";"Leg";;"Fertigungstechnik";;
"1896";"117";"gabarit d´angle 90";"Winkellehre 90°";"90° angle gauge";;"Fertigungstechnik";;
"550";"118";"Niveau à bulle à pente intégrée";"Gefällewasserwaage";"Slope level";;"Fertigungstechnik";;
"1381";"118";"Niveau à bulle tubulaire";"Schlauchwasserwaage";"Hose level";;"Fertigungstechnik";;
"909";"118";"Laser";"Laser";"Laser";;"Fertigungstechnik";;
"932";"118";"Niveau à bulle";"Libelle";"Spirit level";;"Fertigungstechnik";;
"1861";"118";"Niveau à bulle";"Wasserwaage";"Spirit level";;"Fertigungstechnik";;
"1657";"119";"Thermomètre";"Temperaturmessgerät";"Thermometer";;"Fertigungstechnik";;
"966";"119";"Manomètre";"Luftdruckmessgerät";"Air pressure gauge";;"Fertigungstechnik";;
"991";"119";"Manomètre";"Manometer";"Pressure gauge";;"Fertigungstechnik";;
"1663";"119";"Thermomètre";"Thermometer";"Thermometer";;"Fertigungstechnik";;
"270";"125";"Étanchéité";"Dichte";"Density";;"Werkstofftechnik";;
"370";"125";"Elasticité";"Elastizität";"Elasticity";;"Werkstofftechnik";;
"595";"125";"Toxicité";"Giftigkeit";"Toxicity";;"Werkstofftechnik";;
"171";"125";"Charge";"Belastung";"Load";;"Werkstofftechnik";;
"1801";"125";"avant la charge";"vor Belastung";"Before loading";;"Werkstofftechnik";;
"1875";"125";"Matériau acier";"Werkstoff Stahl";"Material: Steel";;"Werkstofftechnik";;
"1159";"125";"Plasticité";"Plastizität";"Plasticity";;"Werkstofftechnik";;
"1832";"125";"Dilatation thermique";"Wärmeausdehnung";"Thermal expansion";;"Werkstofftechnik";;
"593";"126";"Coulabilité";"Gießbarkeit";"Castability";;"Werkstofftechnik";;
"647";"126";"Dureté";"Härte";"Hardness";;"Werkstofftechnik";;
"835";"126";"Résistance à la corrosion";"Korrosionsbeständigkeit";"Corrosion resistance";;"Werkstofftechnik";;
"1726";"126";"Formabilité";"Umformbarkeit";"Formability";;"Werkstofftechnik";;
"1834";"126";"Conductivité thermique";"Wärmeleitfähigkeit";"Thermal conductivity";;"Werkstofftechnik";;
"1921";"126";"Usinabilité";"Zerspanbarkeit";"Machinability";;"Werkstofftechnik";;
"1937";"126";"Résistance à la traction";"Zugfestigkeit";"Tensile strength";;"Werkstofftechnik";;
"438";"127";"Solide";"fest";"solid";;"Werkstofftechnik";;
"483";"127";"Liquide";"flüssig";"liquid";;"Werkstofftechnik";;
"528";"127";"Gazeux";"gasförmig";"gaseous";;"Werkstofftechnik";;
"195";"127";"Forces de liaison, faibles";"Bindungskräfte, gering";"Bonding forces, low";;"Werkstofftechnik";;
"196";"127";"Forces de liaison, élevées";"Bindungskräfte, groß";"Bonding forces, high";;"Werkstofftechnik";;
"1040";"127";"Grille moléculaire";"Molekülgitter";"Molecular lattice";;"Werkstofftechnik";;
"1014";"127";"Métal";"Metall";"Metal";;"Werkstofftechnik";;
"1036";"127";"Mouvement moléculaire, libre";"Molekülbewegung, frei";"Molecular motion, free";;"Werkstofftechnik";;
"1851";"127";"Eau";"Wasser";"Water";;"Werkstofftechnik";;
"27";"128";"Cisaillement";"Abscherung";"Shear";;"Werkstofftechnik";;
"304";"128";"Pression";"Druck";"Compression";;"Werkstofftechnik";;
"194";"128";"Courbure";"Biegung";"Bending";;"Werkstofftechnik";;
"807";"128";"Flambage";"Knickung";"Buckling";;"Werkstofftechnik";;
"1426";"128";"Poussée";"Schub";"Shear";;"Werkstofftechnik";;
"1683";"128";"Torsion";"Torsion";"Torsion";;"Werkstofftechnik";;
"1778";"128";"Torsion";"Verdrehung";"Twisting";;"Werkstofftechnik";;
"1936";"128";"Traction";"Zug";"Tension";;"Werkstofftechnik";;
"169";"129";"Acier de construction général";"Baustahl, allgemein";"Reinforcing steel, general";;"Werkstofftechnik";;
"180";"129";"Treillis d'armature";"Betonstahlmatte";"Reinforcing steel mesh";;"Werkstofftechnik";;
"351";"129";"Acier de cémentation";"Einsatzstahl";"Case-hardened steel";;"Werkstofftechnik";;
"692";"129";"Caractéristique de fabrication";"Herstellungsmerkmal";"Manufacturing characteristic";;"Werkstofftechnik";;
"812";"129";"Teneur en carbone";"Kohlenstoffgehalt";"Carbon content";;"Werkstofftechnik";;
"915";"129";"Composant d'alliage";"Legierungsbestandteil";"Alloying element";;"Werkstofftechnik";;
"1059";"129";"Traitement ultérieur";"Nachbehandlung";"Post-treatment";;"Werkstofftechnik";;
"1914";"129";"Roue dentée";"Zahnrad";"Gear";;"Werkstofftechnik";;
"162";"130";"Acier de décolletage";"Automatenstahl";"Free-cutting steel";;"Werkstofftechnik";;
"430";"130";"Acier à ressort";"Federstahl";"Spring steel";;"Werkstofftechnik";;
"1780";"130";"Acier de traitement";"Vergütungsstahl";"Quenched and tempered steel";;"Werkstofftechnik";;
"900";"130";"Vilebrequin";"Kurbelwelle";"Crankshaft";;"Werkstofftechnik";;
"1081";"130";"Acier de nitruration";"Nitrierstahl";"Nitriding steel";;"Werkstofftechnik";;
"1082";"130";"Arbre à cames";"Nockenwelle";"Camshaft";;"Werkstofftechnik";;
"1420";"130";"Ressort hélicoïdal";"Schraubenfeder";"Coil spring";;"Werkstofftechnik";;
"1872";"130";"Arbre";"Welle";"Shaft";;"Werkstofftechnik";;
"625";"131";"Tête de marteau";"Hammerkopf";"Hammer head";;"Werkstofftechnik";;
"761";"131";"Acier pour travail à froid";"Kaltarbeitsstahl";"Cold-work steel";;"Werkstofftechnik";;
"492";"131";"Fraiseuse";"Fräser";"Milling cutter";;"Werkstofftechnik";;
"719";"131";"acier rapide";"HSS";"HSS";;"Werkstofftechnik";;
"1882";"131";"Acier à outils, fortement allié";"Werkzeugstahl, hochlegiert";"High-alloy tool steel";;"Werkstofftechnik";;
"1884";"131";"Acier à outils, non allié";"Werkzeugstahl, unlegiert";"Tool steel, unalloyed";;"Werkstofftechnik";;
"1022";"131";"Lame de scie à métaux";"Metallsägeblatt";"Metal saw blade";;"Werkstofftechnik";;
"1080";"131";"Acier inoxydable hautement allié";"Nirosta";"Stainless steel";;"Werkstofftechnik";;
"1404";"131";"Acier rapide";"Schnellarbeitsstahl";"High-speed steel";;"Werkstofftechnik";;
"1565";"131";"Acier inoxydable hautement allié";"Stahl, hochlegiert nichtrostend";"High-alloy stainless steel";;"Werkstofftechnik";;
"1702";"131";"Tube d'eau potable";"Trinkwasserrohr";"Drinking water pipe";;"Werkstofftechnik";;
"1830";"131";"Acier pour travail à chaud";"Warmarbeitsstahl";"Hot-work steel";;"Werkstofftechnik";;
"1883";"131";"Acier à outils faiblement allié";"Werkzeugstahl, niedriglegiert";"Tool steel, low-alloy";;"Werkstofftechnik";;
"101";"132";"Moyeu d'entraînement";"Antriebsnabe";"Drive hub";;"Werkstofftechnik";;
"452";"132";"Raccord";"Fitting";"Fitting";;"Werkstofftechnik";;
"582";"132";"Adaptateur fileté";"Gewindepassstück";"Threaded adapter";;"Werkstofftechnik";;
"608";"132";"Fonte grise";"Grauguss";"Grey cast iron";;"Werkstofftechnik";;
"618";"132";"Tuyau en fonte";"Gussrohr";"Cast pipe";;"Werkstofftechnik";;
"615";"132";"Fonte à graphite lamellaire";"Gusseisen mit Lamellengrafit";"Ductile iron";;"Werkstofftechnik";;
"905";"132";"Graphite lamellaire";"Lamellengrafit";"Lamellar graphite";;"Werkstofftechnik";;
"990";"132";"Cône de broyage";"Mahlkegel";"Grinding cone";;"Werkstofftechnik";;
"1571";"132";"Acier moulé";"Stahlguss";"Cast steel";;"Werkstofftechnik";;
"1661";"132";"Fonte malléable";"Temperguss";"Ductile iron";;"Werkstofftechnik";;
"1706";"132";"Roue de turbine";"Turbinenrad";"Turbine wheel";;"Werkstofftechnik";;
"1204";"132";"Corps de pompe";"Pumpengehäuse";"Pump housing";;"Werkstofftechnik";;
"73";"133";"Alliage d'aluminium corroyé";"Aluminiumknetlegierung";"Wrought aluminum alloy";;"Werkstofftechnik";;
"79";"133";"Tube en aluminium";"Aluminiumrohr";"Aluminum tube";;"Werkstofftechnik";;
"614";"133";"Fonte à graphite sphéroïdal";"Gusseisen mit Kugelgrafit";"Ductile iron";;"Werkstofftechnik";;
"857";"133";"Graphite sphérique";"Kugelgrafit";"Spheroidal graphite";;"Werkstofftechnik";;
"858";"133";"Fonte à graphite sphéroïdal";"Kugelgrafitguss";"Spheroidal graphite cast iron";;"Werkstofftechnik";;
"78";"133";"Profilé en aluminium";"Aluminiumprofil";"Aluminum profile";;"Werkstofftechnik";;
"69";"133";"Aluminium";"Aluminium";"Aluminum";;"Werkstofftechnik";;
"1115";"133";"Pompe à mazout";"Ölpumpe";"Oil pump";;"Werkstofftechnik";;
"71";"134";"Revêtement en aluminium";"Aluminiumbeschichtung";"Aluminum coating";;"Werkstofftechnik";;
"75";"134";"Alliage d'aluminium-magnésium moulé";"Aluminium-Magnesium-Gusslegierung";"Aluminum-magnesium casting alloy";;"Werkstofftechnik";;
"80";"134";"Alliage d'aluminium-silicium moulé";"Aluminium-Silizium-Gusslegierung";"Aluminum-silicon casting alloy";;"Werkstofftechnik";;
"552";"134";"Boîtier";"Gehäuse";"Housing";;"Werkstofftechnik";;
"842";"134";"Jante de véhicule automobile";"Kraftfahrzeugfelge";"Automotive wheel";;"Werkstofftechnik";;
"843";"134";"Bloc-moteur de véhicule automobile";"Kraftfahrzeugmotorblock";"Automotive engine block";;"Werkstofftechnik";;
